,Assignments,Essays,Homework Help,Lab Reports,Lesson Plans,Notes,Rubrics,Syllabi,Test Prep,canonical_course_id,course_id,course_info,course_name,course_num,dept_acro,dept_id,dept_name,prof_id,prof_name,school_name,term,title,total_doc_count,type,url,verified,year
98,,1,1,,,4,,,1,263628,263628,KIN KIN 161 Foundations of Wellness,Foundations of Wellness,KIN 161,KIN,13453,,110974,ChristineDerr,"California State University, Monterey Bay",3,"California State University, Monterey Bay - KIN KIN 161 - Foundations of Wellness",15,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/263628-KINKIN-161/,0,2008
99,,,,,,,,,10,8607350,8607350,FINANCE BUS 652-41 Finance,Finance,BUS 652-41,FINANCE,324048,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FINANCE BUS 652-41 - Finance",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8607350-FINANCEBUS-652-41/,0,2018
101,,2,4,,,,,,,7307788,7307788,BUS 306 Finance,Finance,306,BUS,361473,,1636798,Angelina,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUS 306 - Finance",11,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7307788-BUS306/,0,2017
102,,,3,,,,,,,5818028,5818028,ACCOUNTING 2110 Financial & Managerial Accounting,Financial & Managerial Accounting,2110,ACCOUNTING,143342,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - ACCOUNTING 2110 - Financial & Managerial Accounting",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5818028-ACCOUNTING2110/,0,2016
104,,6,,,,1,,,,5287529,5287529,FYS 143 Philosophy of Nonviolence,Philosophy of Nonviolence,143,FYS,76932,,1160102,John Provost,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FYS 143 - Philosophy of Nonviolence",7,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5287529-FYS143/,0,2016
106,,,,,,1,,,,6979633,6979633,"HCOM 225 Literature,Film & Culture","Literature,Film & Culture",225,HCOM,215782,,1373975,Stephanie Spoto,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HCOM 225 - Literature,Film & Culture",7,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6979633-HCOM225/,0,2017
107,,,,,,,,,,8807846,8807846,KIN 161 Foundations of Wellness,Foundations of Wellness,161,KIN,13453,,110974,ChristineDerr,"California State University, Monterey Bay",3,"California State University, Monterey Bay - KIN 161 - Foundations of Wellness",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8807846-KIN161/,0,2018
109,,,,,,4,,,,6662296,6662296,FYS 157 Intro to Cultural Anthropology,Intro to Cultural Anthropology,157,FYS,76932,,1347703,Michelle Lewis,"California State University, Monterey Bay",1,"California State University, Monterey Bay - FYS 157 - Intro to Cultural Anthropology",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6662296-FYS157/,0,2016
110,,,3,,,,,,,5462465,5462465,ECE 422 FLLP FLOP,FLLP FLOP,422,ECE,310693,,388784,DianaGarcia,"California State University, Monterey Bay",4,"California State University, Monterey Bay - ECE 422 - FLLP FLOP",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5462465-ECE422/,0,2014
111,,,1,,,,,,,6865035,6865035,BUS 203 Financial Accounting,Financial Accounting,203,BUS,361473,,1535296,Loretta Thompson,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BUS 203 - Financial Accounting",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6865035-BUS203/,0,2017
112,,,,,,,,,,6979626,6979626,FYS 181 Multicultural Health,Multicultural Health,181,FYS,76932,,1561734,salina lopez,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FYS 181 - Multicultural Health",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6979626-FYS181/,0,2017
113,,,,,,,,,2,4855663,4855663,FINANCE 320 finance,finance,320,FINANCE,324048,,311919,delalto,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FINANCE 320 - finance",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4855663-FINANCE320/,0,2015
114,,,1,,,,,,1,4855724,4855724,FINANCE 600 finance,finance,600,FINANCE,324048,,311919,delalto,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FINANCE 600 - finance",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4855724-FINANCE600/,0,2015
115,,1,,,,,,,2,6081502,6081502,FYS 146 Comparative Ethnic Experiences,Comparative Ethnic Experiences,146,FYS,76932,,1347703,Michelle Lewis,"California State University, Monterey Bay",1,"California State University, Monterey Bay - FYS 146 - Comparative Ethnic Experiences",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6081502-FYS146/,0,2016
116,,1,1,,,,,,,7759059,7759059,BUS 601 Business Communications Fundamentals,Business Communications Fundamentals,601,BUS,361473,,1730441,Prof Wisdom,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BUS 601 - Business Communications Fundamentals",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7759059-BUS601/,0,2017
117,,,,,,1,,,,1389630,1389630,FIN 502 FIN,FIN,502,FIN,301349,,257370,darma,"California State University, Monterey Bay",3,"California State University, Monterey Bay - FIN 502 - FIN",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1389630-FIN502/,0,2010
119,,1,5,1,,2,,,4,5838114,5838114,GEOLOGY 107 geo goes hollywood,geo goes hollywood,107,GEOLOGY,143224,,1279571,pavia,"California State University, Monterey Bay",4,"California State University, Monterey Bay - GEOLOGY 107 - geo goes hollywood",14,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5838114-GEOLOGY107/,0,2016
120,,1,3,,,2,,,2,255936,255936,GS 200 ,,200,GS,10438,,104914,Vaughn,"California State University, Monterey Bay",3,"California State University, Monterey Bay - GS 200",12,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/255936-GS200/,0,2007
122,,,,,,,,,1,5146315,5146315,GS 214 Global History,Global History,214,GS,10438,,1130033,Chrislaine Pamphille,"California State University, Monterey Bay",3,"California State University, Monterey Bay - GS 214 - Global History",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5146315-GS214/,0,2016
123,,1,2,,,2,,,,5706512,5706512,GEOLOGY 101 Geology of Planet Earth,Geology of Planet Earth,101,GEOLOGY,143224,,1251835,Karen Savage,"California State University, Monterey Bay",1,"California State University, Monterey Bay - GEOLOGY 101 - Geology of Planet Earth",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5706512-GEOLOGY101/,0,2016
125,,,,,,3,,,1,933432,933432,HIST 101 Government,Government,101,HIST,235578,,207516,MR.SMITH,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HIST 101 - Government",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/933432-HIST101/,0,2009
126,,,,,,,,,1,5686578,5686578,ART 333 Global Art Scenes,Global Art Scenes,333,ART,676825,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - ART 333 - Global Art Scenes",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5686578-ART333/,0,2016
127,,,2,,,,,,1,4986112,4986112,MATH 150 Geo 150,Geo 150,150,MATH,161559,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MATH 150 - Geo 150",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4986112-MATH150/,0,2016
128,,2,,,,,,,,5335757,5335757,GLOBAL STU 330 Global Religions,Global Religions,330,GLOBAL STU,682994,,1173304,Poethnig,"California State University, Monterey Bay",1,"California State University, Monterey Bay - GLOBAL STU 330 - Global Religions",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5335757-GLOBAL-STU330/,0,2015
129,,3,,,,,,,,8402253,8402253,BIO 341 Evolutionary Biology and Population Genetics,Evolutionary Biology and Population Genetics,341,BIO,161557,,1843968,Dr. Eric Crandall,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BIO 341 - Evolutionary Biology and Population Genetics",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8402253-BIO341/,0,2018
130,,,,,,1,,,,1393018,1393018,BIO 311 Genetics,Genetics,311,BIO,161557,,259252,Harris,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BIO 311 - Genetics",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1393018-BIO311/,0,2010
131,,,,,,,,,,798305,798305,CHEM 108 general chemistry,general chemistry,108,CHEM,161564,,201585,martinez,"California State University, Monterey Bay",3,"California State University, Monterey Bay - CHEM 108 - general chemistry",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/798305-CHEM108/,0,2007
132,,,,,,2,,,,1622762,1622762,"HCOM 320 Grammar, Usage, and Power","Grammar, Usage, and Power",320,HCOM,215782,,388781,JenniferFletcher,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HCOM 320 - Grammar, Usage, and Power",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622762-HCOM320/,0,2011
133,,1,,,,,,,,5611077,5611077,GS 215 Global History II,Global History II,215,GS,10438,,1130033,Chrislaine Pamphille,"California State University, Monterey Bay",1,"California State University, Monterey Bay - GS 215 - Global History II",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5611077-GS215/,0,2016
134,,,,,,1,,,,5342921,5342921,ACCOUNTING 601 corporate governance,corporate governance,601,ACCOUNTING,143342,,1163184,Kazue Masuyama,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ACCOUNTING 601 - corporate governance",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5342921-ACCOUNTING601/,0,2016
136,,18,,,,9,,,,609979,609979,HISTORY 313 ,,313,HISTORY,161547,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HISTORY 313",27,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/609979-HISTORY313/,0,2009
137,,6,,4,,2,,,4,7255298,7255298,SERVICE LE 250S Health and Wellbeing,Health and Wellbeing,250S,SERVICE LE,932293,,1626550,Alivia Shorter,"California State University, Monterey Bay",3,"California State University, Monterey Bay - SERVICE LE 250S - Health and Wellbeing",17,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7255298-SERVICE-LE250S/,0,2017
139,,,8,,,,,,,5987500,5987500,HISTORY 202B American History,American History,202B,HISTORY,161547,,1320206,Dr. Christopher Endy,"California State University, Monterey Bay",2,"California State University, Monterey Bay - HISTORY 202B - American History",9,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5987500-HISTORY202B/,0,2016
140,,,,,,1,,,,6448671,6448671,SL 200S Hunger and Homelessness,Hunger and Homelessness,200S,SL,835924,,1444507,Netta Avineri,"California State University, Monterey Bay",3,"California State University, Monterey Bay - SL 200S - Hunger and Homelessness",9,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6448671-SL200S/,0,2016
143,,3,1,2,,,,,,6966529,6966529,HCOM 213 Intro to Human Communication Ethics,Intro to Human Communication Ethics,213,HCOM,215782,,1559139,M. Mascarenhas,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HCOM 213 - Intro to Human Communication Ethics",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6966529-HCOM213/,0,2017
144,,1,,,,5,,,,5804624,5804624,HIST 172 Early United States History,Early United States History,172,HIST,235578,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HIST 172 - Early United States History",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5804624-HIST172/,0,2015
149,,,,,,2,,,2,1622768,1622768,HCOM 327 Survey American Literature ,Survey American Literature ,327,HCOM,215782,,388785,JosephEng,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HCOM 327 - Survey American Literature ",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622768-HCOM327/,0,2011
150,,4,,,,1,,,,1622761,1622761,HCOM 437 Shakespeare,Shakespeare,437,HCOM,215782,,388780,Shanda復讐者s,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HCOM 437 - Shakespeare",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622761-HCOM437/,0,2012
151,,,5,,,,,,,6134629,6134629,PSYCH 300 Experimental Psychology and Human Assessment,Experimental Psychology and Human Assessment,300,PSYCH,161550,,1371148,Burchett,"California State University, Monterey Bay",1,"California State University, Monterey Bay - PSYCH 300 - Experimental Psychology and Human Assessment",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6134629-PSYCH300/,0,2016
152,,,,,,4,,,,5925695,5925695,CHHS 125 Writing as Healin,Writing as Healin,125,CHHS,522785,,1302289,Judy,"California State University, Monterey Bay",1,"California State University, Monterey Bay - CHHS 125 - Writing as Healin",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5925695-CHHS125/,0,2016
153,,4,,,,,,,,8222115,8222115,SBS 212 History and Politics,History and Politics,212,SBS,898428,,1823062,John Klein,"California State University, Monterey Bay",1,"California State University, Monterey Bay - SBS 212 - History and Politics",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8222115-SBS212/,0,2017
154,,1,,,,2,,,,1622764,1622764,HCOM 312 Cooperative Argumentation,Cooperative Argumentation,312,HCOM,215782,,388783,LeeRister,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HCOM 312 - Cooperative Argumentation",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622764-HCOM312/,0,2011
156,,,,,,4,,,,1622767,1622767,HCOM 339S Creative Writing for Teachers,Creative Writing for Teachers,339S,HCOM,215782,,388784,DianaGarcia,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HCOM 339S - Creative Writing for Teachers",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622767-HCOM339S/,0,2012
158,,3,,,,,,,,5844468,5844468,HISTORY 100 Ethnic Studies,Ethnic Studies,100,HISTORY,161547,,1281083,Enrique Lopez,"California State University, Monterey Bay",1,"California State University, Monterey Bay - HISTORY 100 - Ethnic Studies",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5844468-HISTORY100/,0,2016
159,,1,,,,2,,,,1622766,1622766,HCOM 338 Multicultural Adolescent Lit,Multicultural Adolescent Lit,338,HCOM,215782,,388781,JenniferFletcher,"California State University, Monterey Bay",3,"California State University, Monterey Bay - HCOM 338 - Multicultural Adolescent Lit",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1622766-HCOM338/,0,338
161,,,4,,,,,,12,4839107,4839107,ACCT 383 intermediate accounting,intermediate accounting,383,ACCT,160028,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - ACCT 383 - intermediate accounting",26,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4839107-ACCT383/,0,2015
164,,,11,,,,,,,4761862,4761862,BUSINESS 01 Intermediate Accounting,Intermediate Accounting,01,BUSINESS,288896,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUSINESS 01 - Intermediate Accounting",11,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4761862-BUSINESS01/,0,2015
165,,,,,,2,,,6,5298221,5298221,JAPN 2A Intermediate Japanese,Intermediate Japanese,2A,JAPN,678029,,1163174,TBA,"California State University, Monterey Bay",1,"California State University, Monterey Bay - JAPN 2A - Intermediate Japanese",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5298221-JAPN2A/,0,2016
166,,,,,,1,,,,5776956,5776956,BUSINESS 304 intro to marketing management,intro to marketing management,304,BUSINESS,288896,,1266039,Sean Keyani,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUSINESS 304 - intro to marketing management",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5776956-BUSINESS304/,0,2016
168,,,5,,,,,,3,8464127,8464127,BUS 383 Intermediate Accounting !,Intermediate Accounting !,383,BUS,361473,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUS 383 - Intermediate Accounting !",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8464127-BUS383/,0,2016
170,,,,,,,,,,5762363,5762363,AMST 300 introduction to american studies,introduction to american studies,300,AMST,742469,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - AMST 300 - introduction to american studies",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5762363-AMST300/,0,2016
171,,,,,,2,,,2,1456900,1456900,ISDS 361A ISDS,ISDS,361A,ISDS,317412,,291750,Lawrence,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ISDS 361A - ISDS",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1456900-ISDS361A/,0,2011
174,,,,,,4,,,,1456903,1456903,ISDS 361 ,,361,ISDS,317412,,288084,Gupta,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ISDS 361",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1456903-ISDS361/,0,2011
175,,,1,,,,,,3,5946570,5946570,MGKT 351 Intro to Marketing,Intro to Marketing,351,MGKT,769711,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MGKT 351 - Intro to Marketing",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5946570-MGKT351/,0,2016
176,,,4,,,,,,,5697709,5697709,MSE 603 COMPUTER INTEGRATED,COMPUTER INTEGRATED,603,MSE,730024,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - MSE 603 - COMPUTER INTEGRATED",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5697709-MSE603/,0,2016
177,,,,,,4,,,,7753170,7753170,ENSTU 211 Intro to Science and Environmental Policy,Intro to Science and Environmental Policy,211,ENSTU,836517,,1728907,Lauren Hanneman,"California State University, Monterey Bay",1,"California State University, Monterey Bay - ENSTU 211 - Intro to Science and Environmental Policy",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7753170-ENSTU211/,0,2017
178,,,2,,,,,,,601249,601249,ACCT 320B INTERMEDIATE ACCOUNTING,INTERMEDIATE ACCOUNTING,320B,ACCT,160028,,190038,DR.HOSSAIN,"California State University, Monterey Bay",1,"California State University, Monterey Bay - ACCT 320B - INTERMEDIATE ACCOUNTING",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/601249-ACCT320B/,0,2009
181,,1,3,,,,,,,5223505,5223505,20162_ES_3 3430 20162_ES_3430_04_1: Interracial Sex and Marriage,20162_ES_3430_04_1: Interracial Sex and Marriage,3430,20162_ES_3,667504,,1145399,loden,"California State University, Monterey Bay",3,"California State University, Monterey Bay - 20162_ES_3 3430 - 20162_ES_3430_04_1: Interracial Sex and Marriage",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5223505-20162ES33430/,0,2016
182,,,2,,,,,,,4762073,4762073,BUSINESS 41514 Intermediate Accounting,Intermediate Accounting,41514,BUSINESS,288896,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUSINESS 41514 - Intermediate Accounting",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4762073-BUSINESS41514/,0,2015
183,,2,,,,,,,,8402244,8402244,BIO 300 Issues and Ethics in Biology,Issues and Ethics in Biology,300,BIO,161557,,1843965,Dr. Linda Glenn,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BIO 300 - Issues and Ethics in Biology",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8402244-BIO300/,0,2018
184,,,,,,,,,,8142058,8142058,JAPN 300 Intermediate Japanese Language,Intermediate Japanese Language,300,JAPN,678029,,1814353,Ms. Yoshiko Sato-Abbott,"California State University, Monterey Bay",2,"California State University, Monterey Bay - JAPN 300 - Intermediate Japanese Language",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8142058-JAPN300/,0,2013
186,,,4,,,,,,4,6049473,6049473,JAPN 101-02 Beginning Japanese I (Lecture),Beginning Japanese I (Lecture),101-02,JAPN,678029,,1337252,T. Ogaki,"California State University, Monterey Bay",1,"California State University, Monterey Bay - JAPN 101-02 - Beginning Japanese I (Lecture)",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6049473-JAPN101-02/,0,2016
187,,,,,,,,,,8141959,8141959,"JAPN 301 Advanced Japanese Culture, Language and Communication","Advanced Japanese Culture, Language and Communication",301,JAPN,678029,,1814343,YOSHIKO SATO-ABBOTT,"California State University, Monterey Bay",2,"California State University, Monterey Bay - JAPN 301 - Advanced Japanese Culture, Language and Communication",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8141959-JAPN301/,0,2013
188,,2,,2,,,,,,8223196,8223196,JAPN 404 WLC 400 Capstone,WLC 400 Capstone,404,JAPN,678029,,1814353,Ms. Yoshiko Sato-Abbott,"California State University, Monterey Bay",3,"California State University, Monterey Bay - JAPN 404 - WLC 400 Capstone",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8223196-JAPN404/,0,2014
189,,,,,,,,,,8142013,8142013,JAPN 402 Advanced Japanese Language,Advanced Japanese Language,402,JAPN,678029,,1814353,Ms. Yoshiko Sato-Abbott,"California State University, Monterey Bay",2,"California State University, Monterey Bay - JAPN 402 - Advanced Japanese Language",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8142013-JAPN402/,0,2013
191,,2,,,,,,,,8223214,8223214,JAPN 305 Intro to the Japanese Culture,Intro to the Japanese Culture,305,JAPN,678029,,1823167,Mr. Andrew Painter,"California State University, Monterey Bay",3,"California State University, Monterey Bay - JAPN 305 - Intro to the Japanese Culture",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8223214-JAPN305/,0,2012
192,,,,,,2,,,,8223229,8223229,JAPN 308 Japanese Pop Culture,Japanese Pop Culture,308,JAPN,678029,,1823167,Mr. Andrew Painter,"California State University, Monterey Bay",1,"California State University, Monterey Bay - JAPN 308 - Japanese Pop Culture",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8223229-JAPN308/,0,2011
193,,,,,,1,,,,1566302,1566302,ITM 0 jiu,jiu,0,ITM,337939,,354736,jh,"California State University, Monterey Bay",3,"California State University, Monterey Bay - ITM 0 - jiu",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1566302-ITM0/,0,2013
196,,,,,,,,,,7294250,7294250,KIN 471 Kinesiology Service Learning,Kinesiology Service Learning,471,KIN,13453,,1634088,Dr. Joanna Morrissey,"California State University, Monterey Bay",4,"California State University, Monterey Bay - KIN 471 - Kinesiology Service Learning",7,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7294250-KIN471/,0,2017
197,1,1,,,,,,,4,1926848,1926848,KIN 360 ,,360,KIN,13453,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - KIN 360",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1926848-KIN360/,0,2014
199,,,5,,,,,,3,8403937,8403937,KINESIOLOG 430 Biomechanics and Physiology of Aerobic Exercise,Biomechanics and Physiology of Aerobic Exercise,430,KINESIOLOG,1049224,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - KINESIOLOG 430 - Biomechanics and Physiology of Aerobic Exercise",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8403937-KINESIOLOG430/,0,2017
201,,,,,,3,,,,6584598,6584598,KIN 390 Exphys,Exphys,390,KIN,13453,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - KIN 390 - Exphys",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6584598-KIN390/,0,2017
202,,,,,,,,,1,6025288,6025288,KIN 300 Test 3,Test 3,300,KIN,13453,,1330453,Allen Hope,"California State University, Monterey Bay",1,"California State University, Monterey Bay - KIN 300 - Test 3",1,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6025288-KIN300/,0,2016
204,,,2,,,26,,,,4367121,4367121,LS 300 Major Proseminar,Major Proseminar,300,LS,458381,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - LS 300 - Major Proseminar",32,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4367121-LS300/,0,2014
210,,,,,,11,,,,4367146,4367146,LS 380 teaching for social action,teaching for social action,380,LS,458381,,193997,,"California State University, Monterey Bay",1,"California State University, Monterey Bay - LS 380 - teaching for social action",11,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/4367146-LS380/,0,2014
211,,,,,,,,,4,8804060,8804060,BUSINESS 632 Leadership,Leadership,632,BUSINESS,288896,,193997,,"California State University, Monterey Bay",4,"California State University, Monterey Bay - BUSINESS 632 - Leadership",10,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8804060-BUSINESS632/,0,2017
214,,8,,,,,,,,8402278,8402278,BIO 379S Biology Service Learning,Biology Service Learning,379S,BIO,161557,,1843973,Dr. Myriam Kodl,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BIO 379S - Biology Service Learning",8,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8402278-BIO379S/,0,2018
218,,,2,,,,,,4,5462488,5462488,ECE 350 LINEAR SYSTEM,LINEAR SYSTEM,350,ECE,310693,,1116167,Valphn,"California State University, Monterey Bay",4,"California State University, Monterey Bay - ECE 350 - LINEAR SYSTEM",6,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5462488-ECE350/,0,2014
220,4,,,,,,,,,7957017,7957017,LS 400 Senior Capstone,Senior Capstone,400,LS,458381,,1785988,Whang,"California State University, Monterey Bay",1,"California State University, Monterey Bay - LS 400 - Senior Capstone",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7957017-LS400/,0,2017
221,1,1,,,1,1,,,,7958105,7958105,LS 362 Equity,Equity,362,LS,458381,,1785988,Whang,"California State University, Monterey Bay",1,"California State University, Monterey Bay - LS 362 - Equity",5,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7958105-LS362/,0,2016
223,,4,,,,,,,,7161425,7161425,LS 233 Arts in the School and Community,Arts in the School and Community,233,LS,458381,,1604366,Dr. Browning Neddeau,"California State University, Monterey Bay",3,"California State University, Monterey Bay - LS 233 - Arts in the School and Community",4,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/7161425-LS233/,0,2017
225,,2,,,,1,,,,6112512,6112512,BUSINESS 21214 business law,business law,21214,BUSINESS,288896,,1362290,Joseph Haselton,"California State University, Monterey Bay",1,"California State University, Monterey Bay - BUSINESS 21214 - business law",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/6112512-BUSINESS21214/,0,2016
226,,,2,,,,,,1,8638344,8638344,BUSINESS BLAW308 Business Law,Business Law,BLAW308,BUSINESS,288896,,193997,,"California State University, Monterey Bay",3,"California State University, Monterey Bay - BUSINESS BLAW308 - Business Law",3,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/8638344-BUSINESSBLAW308/,0,2018
227,,,2,,,,,,,5193588,5193588,LAW 320 Employment law,Employment law,320,LAW,292304,,1139184,Undisclosed,"California State University, Monterey Bay",3,"California State University, Monterey Bay - LAW 320 - Employment law",2,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/5193588-LAW320/,0,2014
230,,,2,,,32,,,1,1580408,1580408,MARKETING  300 ,,300,MARKETING ,340515,,362954,taowu,"California State University, Monterey Bay",3,"California State University, Monterey Bay - MARKETING  300",36,course,/sitemap/schools/3348-California-State-University-Monterey-Bay/courses/1580408-MARKETING300/,0,2013
